k,n,x,y,K,Kprime,Kprime_over_K,S,sqrt_sumR2_all,sqrt_sumR2_sf,c_all,c_sf,SM,sqrt_Diag,sqrt_sumDelta2,c_M,c_M_all,tri_absR,tri_absMDelta
9,29237,854860643,80435,10627,168,0.015809,2211.647615299,4725.739559697,3930.580828706,0.468000318,0.562677047,2072.365000160,1531.974209255,757.767349918,1.352741441,2.734830156,52591.216329,11843.457383
9,29237,854860643,80435,10627,176,0.016562,2666.123446477,4747.782586677,3939.385235543,0.561551292,0.676786678,1788.006227195,1541.054243695,759.196950521,1.160248729,2.355128305,53863.603856,12146.145715
9,29237,854860643,80435,10627,185,0.017408,2391.973455994,4783.720225812,3973.310892620,0.500023694,0.602010142,1826.421694984,1555.906751391,760.882865844,1.173863211,2.400397981,55613.185390,12593.715041
9,29237,854860643,80435,10627,193,0.018161,2946.477113753,4813.064298377,3995.310820096,0.612183202,0.737483827,1463.310123013,1580.496148198,762.917807728,0.925854913,1.918044261,57110.380791,13163.130689
9,29237,854860643,80435,10627,203,0.019102,2857.980669849,4856.034031429,4030.494865550,0.588542142,0.709089272,2073.627997244,1626.105055254,765.011015675,1.275211580,2.710585802,59125.417058,14083.303185
9,29237,854860643,80435,10627,212,0.019949,2308.169414301,4882.738150356,4048.687004651,0.472720294,0.570103199,1899.051781932,1638.241234441,768.158326945,1.159201552,2.472214015,60647.540844,14617.365046
9,29237,854860643,80435,10627,222,0.020890,1224.863430688,4913.590590685,4078.741112424,0.249280726,0.300304284,1842.292941528,1642.031727069,769.296678352,1.121959406,2.394775635,62378.512887,14862.754585
9,29237,854860643,80435,10627,233,0.021925,2080.152359430,4947.138496763,4104.441850058,0.420475869,0.506805172,1872.001925693,1647.875241118,771.938156871,1.136009498,2.425067227,64274.707328,15195.367392
9,29237,854860643,80435,10627,244,0.022960,2360.210450339,4993.469942177,4131.593073165,0.472659389,0.571259175,2019.622707967,1649.231299803,774.003783205,1.224584270,2.609318910,66516.108066,15349.497747
9,29237,854860643,80435,10627,256,0.024090,2214.964724939,5013.676273192,4145.583181576,0.441784552,0.534295087,2104.132887819,1653.753325022,777.605640332,1.272337812,2.705912584,68055.924519,15635.211850
9,29237,854860643,80435,10627,268,0.025219,2204.833176285,5030.269173308,4158.994416448,0.438313160,0.530136123,2039.886560723,1655.318854455,778.763390157,1.232322435,2.619391957,69460.457838,15853.783127
9,29237,854860643,80435,10627,281,0.026442,2689.272991677,5067.733452877,4182.317713928,0.530665833,0.643010210,2011.235155656,1661.290147121,780.160389492,1.210646532,2.577976507,71671.491409,16322.855562
9,29237,854860643,80435,10627,294,0.027665,3337.164821475,5100.263395035,4206.764577157,0.654312251,0.793285377,2127.767264540,1681.785685051,780.980098085,1.265183360,2.724483338,73741.422781,17093.673394
9,29237,854860643,80435,10627,308,0.028983,2582.852237447,5127.296521225,4224.654993645,0.503745439,0.611375897,2257.375737746,1700.333226216,783.164727932,1.327607849,2.882376666,75683.336235,17742.388579
9,29237,854860643,80435,10627,323,0.030394,2750.514882478,5160.346338863,4254.155421714,0.533009744,0.646547813,2257.868703403,1705.831795621,784.145841311,1.323617434,2.879398939,77936.041400,18161.952628
9,29237,854860643,80435,10627,338,0.031806,2076.998916354,5200.201653365,4278.833470373,0.399407380,0.485412422,2261.327457313,1706.545295907,785.266010396,1.325090792,2.879696087,80416.838553,18299.835231
9,29237,854860643,80435,10627,354,0.033311,2382.303423762,5243.705352128,4304.865288235,0.454316798,0.553397903,2226.317314044,1707.989520683,786.014095617,1.303472467,2.832413981,83109.781099,18512.636356
9,29237,854860643,80435,10627,371,0.034911,2364.406378455,5278.952559713,4329.482764659,0.447893091,0.546117517,2242.282694981,1708.179095292,786.635056151,1.312674240,2.850473898,85607.474567,18573.663587
9,29237,854860643,80435,10627,389,0.036605,2617.494477027,5305.322752179,4348.311019354,0.493371393,0.601956591,2276.767256876,1713.601807888,788.356378754,1.328644290,2.887992434,87835.195507,19009.238998
9,29237,854860643,80435,10627,407,0.038299,2316.382922195,5327.116272799,4367.950795567,0.434828677,0.530313419,2316.382922195,1714.265801419,788.976346084,1.351239067,2.935934561,89870.645711,19116.721432
9,29237,854860643,80435,10627,427,0.040181,2301.161397105,5349.462831515,4384.644223186,0.430166817,0.524822832,2301.161397105,1714.902564389,789.797770439,1.341861307,2.913608373,92045.813466,19220.232313
9,29237,854860643,80435,10627,447,0.042063,3039.025114450,5375.941055781,4406.901307425,0.565301048,0.689605894,2280.997020357,1742.343052870,791.298820680,1.309154943,2.882598787,94409.950795,20256.725883
9,29237,854860643,80435,10627,469,0.044133,3068.900177999,5411.547960973,4434.715368757,0.567102094,0.692017395,2145.520230773,1767.780981973,792.737945130,1.213679892,2.706468441,97301.812928,21360.660506
9,29237,854860643,80435,10627,491,0.046203,2872.910823152,5458.085805234,4469.262904107,0.526358677,0.642815356,2086.008704507,1780.364778091,793.966406251,1.171674889,2.627326154,100629.507776,22155.008671
9,29237,854860643,80435,10627,514,0.048367,2590.324389173,5495.092204862,4496.021698709,0.471388703,0.576136986,2188.090513474,1794.646758234,795.471737153,1.219231865,2.750682911,103671.693663,23087.251436
9,29237,854860643,80435,10627,539,0.050720,2046.100898126,5534.960446325,4524.174985215,0.369668567,0.452259452,2172.724885674,1797.371671398,796.976358312,1.208834500,2.726209960,106980.503904,23410.835525
9,29237,854860643,80435,10627,565,0.053166,1630.183395258,5560.781529463,4543.434860890,0.293157245,0.358799773,2009.917552563,1803.450431919,797.963634983,1.114484500,2.518808457,109685.303007,24022.603506
9,29237,854860643,80435,10627,591,0.055613,1403.485302844,5585.648999922,4562.280196652,0.251266290,0.307628037,2211.532987079,1822.732583101,799.347356926,1.213306333,2.766673297,112352.464068,25223.897131
9,29237,854860643,80435,10627,620,0.058342,2833.945765221,5621.978211928,4590.040101841,0.504083377,0.617411984,2204.542934249,1829.128830301,800.663572908,1.205242024,2.753394820,115772.293231,25859.415160
9,29237,854860643,80435,10627,649,0.061071,2881.756756608,5657.845068982,4616.078852788,0.509338224,0.624286727,2168.295167957,1839.162550158,801.846217898,1.178957873,2.704128447,119187.776522,26458.198730
9,29237,854860643,80435,10627,680,0.063988,3409.230656470,5685.794629588,4636.702465321,0.599604959,0.735270525,2213.264747360,1882.995595243,802.850183580,1.175395605,2.756759346,122313.354800,28268.117634
9,29237,854860643,80435,10627,713,0.067093,2707.733337725,5714.809570781,4660.112047528,0.473809898,0.581044685,2450.470707990,1915.822682569,804.109342299,1.279069681,3.047434695,125579.076415,29809.442985
9,29237,854860643,80435,10627,747,0.070293,2723.354768761,5742.958463500,4678.693319191,0.474207638,0.582075931,2377.240003669,1918.673178455,804.929145516,1.239002051,2.953353120,128816.919497,30225.890844
9,29237,854860643,80435,10627,782,0.073586,2552.455957371,5780.749713312,4707.919982904,0.441544105,0.542162137,2421.312392067,1923.008118038,806.137484645,1.259127494,3.003597325,132707.357219,30802.346604
9,29237,854860643,80435,10627,820,0.077162,2079.039496526,5832.891792690,4747.411335319,0.356433750,0.437931190,2404.190471612,1924.149908489,807.252471485,1.249481894,2.978238601,137487.163930,31072.822739
9,29237,854860643,80435,10627,859,0.080832,2646.617608807,5871.033441863,4773.524451393,0.450792460,0.554436797,2380.913598957,1925.266965051,808.003152759,1.236666728,2.946663749,141637.132119,31366.804234
9,29237,854860643,80435,10627,900,0.084690,2315.278040273,5910.652008801,4802.830972521,0.391712799,0.482065276,2411.069817758,1926.017229521,808.695261050,1.251842289,2.981431862,145985.064003,31584.497482
9,29237,854860643,80435,10627,943,0.088736,2163.061408803,5933.987686291,4821.546510044,0.364520711,0.448623985,2446.055086360,1930.911105132,809.638177815,1.266788036,3.021170633,149417.367544,32081.624794
9,29237,854860643,80435,10627,987,0.092877,2325.377474586,5957.909428637,4838.911441960,0.390300910,0.480557973,2412.632666961,1933.079210393,810.415485182,1.248077499,2.977031796,152943.736305,32573.971599
9,29237,854860643,80435,10627,1035,0.097393,2949.459631495,5986.651885015,4859.753623344,0.492672647,0.606915465,2418.809914134,1935.184424260,811.135847391,1.249911835,2.982003473,156981.746930,32996.612667
9,29237,854860643,80435,10627,1084,0.102004,2729.206840482,6016.650067868,4880.854535429,0.453609037,0.559165781,2260.519388031,1944.186352370,811.611081723,1.162707158,2.785224893,161175.488355,34001.985470
9,29237,854860643,80435,10627,1136,0.106898,3386.683413013,6058.739529112,4913.379668611,0.558974915,0.689277776,2099.853146560,1968.332294938,812.037405193,1.066818419,2.585906921,166301.370410,35848.303674
9,29237,854860643,80435,10627,1190,0.111979,2695.396062080,6096.633777038,4943.143024954,0.442112182,0.545279804,2164.497205592,1981.496932085,812.793665319,1.092354558,2.663034049,171252.218969,37139.870363
9,29237,854860643,80435,10627,1246,0.117249,2488.488358438,6133.523209893,4971.534477857,0.405719237,0.500547340,2206.855950484,1985.499747190,813.726856912,1.111486392,2.712035288,176262.156070,37762.117525
9,29237,854860643,80435,10627,1306,0.122895,2232.528131602,6179.406119930,5006.657041608,0.361285225,0.445911935,2232.528131602,1986.144410344,814.385282945,1.124051262,2.741366007,182076.657687,37967.017511
9,29237,854860643,80435,10627,1368,0.128729,1636.097805541,6219.619798803,5037.782951816,0.263054312,0.324765442,2091.334110126,1990.102086859,815.117183939,1.050867754,2.565685218,187592.279761,38608.155161
9,29237,854860643,80435,10627,1433,0.134845,1611.479262654,6243.206686290,5055.058507443,0.258117237,0.318785482,2158.372255634,2007.776594456,815.639544281,1.075006184,2.646232972,191948.980193,40316.598074
9,29237,854860643,80435,10627,1502,0.141338,2294.228126941,6277.196633560,5081.573481309,0.365486102,0.451479868,2196.501944362,2013.067488957,816.322192386,1.091121861,2.690729181,197339.693316,41125.378208
9,29237,854860643,80435,10627,1573,0.148019,2501.195194634,6315.978330653,5110.719807632,0.396010731,0.489401746,2204.194462215,2014.070295268,816.977079182,1.094397980,2.697988130,203209.053878,41501.544428
9,29237,854860643,80435,10627,1648,0.155077,3024.290120792,6341.379965822,5129.928867427,0.476913564,0.589538413,2216.375350490,2033.135058035,817.437826029,1.090126965,2.711368718,208103.924389,43339.977538
9,29237,854860643,80435,10627,1727,0.162511,2711.921176809,6374.869582902,5153.637158551,0.425408103,0.526215000,2179.730834913,2059.436237839,817.989561411,1.058411421,2.664741627,213888.835737,45729.892110
9,29237,854860643,80435,10627,1809,0.170227,2600.237343179,6412.545150609,5181.940814213,0.405492247,0.501788314,2207.058763061,2074.293553197,818.474226887,1.064005025,2.696552549,220151.863776,47455.997019
9,29237,854860643,80435,10627,1896,0.178413,2421.848211489,6461.669046585,5216.577384081,0.374802268,0.464259999,2224.282007885,2076.611470027,818.967277334,1.071111298,2.715959562,227508.140517,48105.148574
9,29237,854860643,80435,10627,1986,0.186882,1803.252284223,6493.024749259,5241.255627133,0.277721456,0.344049673,2385.279457823,2079.240005335,819.367393386,1.147188132,2.911123236,233508.674443,48836.795750
9,29237,854860643,80435,10627,2081,0.195822,1776.027373487,6543.231019372,5278.077096925,0.271429722,0.336491366,2357.787011016,2086.014315373,819.858959160,1.130283236,2.875844662,241383.772907,50020.926307
9,29237,854860643,80435,10627,2180,0.205138,2223.526418176,6584.662573738,5309.867707692,0.337682667,0.418753638,2372.801660963,2086.780532910,820.297166961,1.137063349,2.892612283,248638.630758,50382.918205
9,29237,854860643,80435,10627,2284,0.214924,2108.991591189,6628.642854031,5344.282066554,0.318163407,0.394625801,2336.798123425,2095.655553291,820.687168310,1.115067846,2.847367686,256396.555871,51913.858827
9,29237,854860643,80435,10627,2393,0.225181,2852.813430505,6658.357291131,5366.518218663,0.428456045,0.531594847,2331.719697063,2099.358889316,821.225367260,1.110681794,2.839317671,262866.874689,52685.645226
9,29237,854860643,80435,10627,2507,0.235909,2396.190771002,6680.718903473,5384.086120332,0.358672593,0.445050602,2279.491129698,2117.694851939,821.708860279,1.076402074,2.774086103,268667.105755,54903.727356
9,29237,854860643,80435,10627,2627,0.247201,1837.632527352,6704.501911128,5401.628145655,0.274089344,0.340199747,2327.057589869,2121.865964756,822.172450884,1.096703387,2.830376507,274833.975250,55850.651133
9,29237,854860643,80435,10627,2752,0.258963,3507.211892975,6749.894842904,5435.504945129,0.519595042,0.645241229,2421.098176997,2131.289433286,822.462108697,1.135978126,2.943720022,283481.577546,57518.480313
9,29237,854860643,80435,10627,2883,0.271290,3902.047235830,6811.009073509,5480.525118612,0.572902957,0.711984190,2298.688684345,2177.096804406,822.741253773,1.055850470,2.793938767,293867.461099,61600.959473
9,29237,854860643,80435,10627,3021,0.284276,3094.316400866,6854.776109689,5513.983072704,0.451410280,0.561176260,2662.810938896,2206.146977645,823.107276863,1.206996164,3.235071556,302881.584275,64705.129857
9,29237,854860643,80435,10627,3165,0.297826,2164.900887859,6887.076939201,5538.891409143,0.314342486,0.390854546,2715.053060346,2209.426627765,823.394839500,1.228849615,3.297388968,310853.149798,65725.102946
9,29237,854860643,80435,10627,3316,0.312035,1568.210466973,6929.706544526,5570.904211475,0.226302580,0.281500167,2677.877406758,2236.234369899,823.777958547,1.197494074,3.250727188,320239.195595,69157.679296
9,29237,854860643,80435,10627,3474,0.326903,2055.041371330,6963.949217978,5597.233405449,0.295097122,0.367153060,2695.015078641,2261.454866385,824.068431047,1.191717385,3.270377771,328884.718981,72558.452930
9,29237,854860643,80435,10627,3640,0.342524,3165.272530911,7009.873690935,5631.008099004,0.451544874,0.562114718,2787.773801354,2266.431249906,824.299574036,1.230027958,3.381991074,339177.559832,73841.767746
9,29237,854860643,80435,10627,3813,0.358803,3052.123907942,7040.120799126,5653.435479923,0.433532889,0.539870654,2727.414081309,2271.058615558,824.575380062,1.200943940,3.307658884,347688.080784,75349.765869
9,29237,854860643,80435,10627,3995,0.375929,3329.029292805,7079.116617408,5683.340195617,0.470260553,0.585752247,2799.144034983,2284.014226956,824.899952716,1.225537040,3.393313366,357665.508414,77886.026329
9,29237,854860643,80435,10627,4185,0.393808,3320.405213650,7116.249709912,5711.196983624,0.466594815,0.581385167,2657.373492695,2303.827794417,825.167043035,1.153460124,3.220406723,367571.234752,81101.893905
9,29237,854860643,80435,10627,4385,0.412628,3241.631822743,7155.658963231,5741.004002960,0.453016534,0.564645456,2780.534778121,2317.550562267,825.460155167,1.199773081,3.368466377,378154.638745,83838.261799
9,29237,854860643,80435,10627,4594,0.432295,2825.713080324,7190.681259504,5767.743643641,0.392968758,0.489916552,2779.679793261,2321.591180091,825.729136353,1.197316658,3.366333669,388382.905973,85330.655101
9,29237,854860643,80435,10627,4813,0.452903,2341.949519013,7240.866850721,5805.830716001,0.323434965,0.403378885,2831.745742137,2323.733387046,825.976071543,1.218619037,3.428362927,400927.712339,86275.482262
9,29237,854860643,80435,10627,5043,0.474546,3127.748036840,7300.185880728,5850.983010453,0.428447726,0.534567957,2787.893586722,2338.313673461,826.211892615,1.192266726,3.374308227,414983.331850,89040.413127
9,29237,854860643,80435,10627,5283,0.497130,2816.783008719,7347.917604264,5885.799842932,0.383344392,0.478572681,2860.183403899,2338.873718272,826.446719821,1.222889197,3.460820081,427841.853981,89578.582359
9,29237,854860643,80435,10627,5535,0.520843,2589.216038676,7378.662406938,5909.343845829,0.350905882,0.438156267,2770.420105456,2343.446824018,826.645164419,1.182198835,3.351401816,438475.323840,91259.700525
9,29237,854860643,80435,10627,5799,0.545686,2607.992087023,7411.265894347,5933.968645380,0.351895631,0.439502168,2900.622691690,2349.519812135,826.873239698,1.234559792,3.507941184,449647.981072,93359.955444
9,29237,854860643,80435,10627,6076,0.571751,2962.114630144,7448.086677716,5961.814863718,0.397701418,0.496847805,2962.114630144,2350.904535341,827.070163481,1.259989330,3.581455070,461858.297542,94237.830833
9,29237,854860643,80435,10627,6366,0.599040,4015.129078653,7484.894441122,5990.076357272,0.536430956,0.670296811,2942.617060106,2359.902865078,827.270148707,1.246922958,3.557020720,474424.641500,96495.131468
9,29237,854860643,80435,10627,6669,0.627552,3593.971540015,7526.017218907,6021.263210899,0.477539638,0.596879992,2942.853614223,2382.216208678,827.480462180,1.235342789,3.556402536,488077.326872,101066.830177
9,29237,854860643,80435,10627,6987,0.657476,4219.585216725,7569.389098609,6054.035306796,0.557453866,0.696987216,3054.513401143,2403.102798033,827.677313853,1.271070636,3.690464085,502483.691236,105679.648110
9,29237,854860643,80435,10627,7321,0.688906,2390.228050402,7624.849910392,6096.278910461,0.313478702,0.392079838,2848.089681290,2419.539339372,827.869478676,1.177120634,3.440264141,519227.446732,108951.826820
9,29237,854860643,80435,10627,7670,0.721746,2580.042846035,7678.581872692,6137.626440539,0.336005123,0.420364920,2770.842500811,2426.216895989,828.054720126,1.142042373,3.346207000,536131.354735,111340.164311
9,29237,854860643,80435,10627,8035,0.756093,2532.858123247,7723.936954600,6171.980994481,0.327923200,0.410380091,2854.869833304,2427.108972415,828.228805369,1.176242956,3.446957912,552048.265067,112166.448802
9,29237,854860643,80435,10627,8419,0.792227,1895.872032886,7762.232704359,6201.092191164,0.244243133,0.305731954,2853.597409424,2444.831961552,828.402947795,1.167195723,3.444697314,567045.473166,116443.825513
9,29237,854860643,80435,10627,8820,0.829961,2352.128735140,7800.114414195,6230.257262788,0.301550543,0.377533164,2725.225750288,2477.327700423,828.573906238,1.100066717,3.289055725,582376.628597,122254.250192
9,29237,854860643,80435,10627,9241,0.869577,2836.664010890,7832.109898694,6254.771185154,0.362183888,0.453520029,2717.047964881,2478.409675836,828.742619604,1.096286861,3.278518445,596827.165604,123190.102978
9,29237,854860643,80435,10627,9682,0.911076,3543.783643498,7886.631715730,6295.638171312,0.449340577,0.562895063,2605.244119625,2490.066903251,828.898447637,1.046254667,3.143019663,616199.185418,126660.238384
9,29237,854860643,80435,10627,10143,0.954456,3522.323073599,7933.206734544,6331.152469618,0.443997389,0.556347851,2806.295230213,2533.399842836,829.040378782,1.107719035,3.384992218,634592.074904,134585.645378
9,29237,854860643,80435,10627,10627,1.000000,3590.680728037,7971.275712109,6360.250769615,0.450452457,0.564550182,2776.915865125,2561.757516684,829.185271088,1.083988569,3.348969117,651647.974160,141652.016860
9,31621,999950883,80435,12431,1,0.000080,-1705.770102188,1705.770102188,1705.770102188,1.000000000,1.000000000,-734.772397399,734.772397399,734.772397399,1.000000000,1.000000000,1705.770102,734.772397
9,31621,999950883,80435,12431,2,0.000161,-734.772397399,1962.775632675,1962.775632675,0.374353739,0.374353739,-734.772397399,734.772397399,756.516700972,1.000000000,0.971257338,2676.767807,734.772397
9,31621,999950883,80435,12431,3,0.000241,416.300410807,2275.402556476,2275.402556476,0.182956818,0.182956818,-415.000028178,801.339406305,821.323253638,0.517882966,0.505282209,3827.840615,1054.544767
9,31621,999950883,80435,12431,4,0.000322,416.300410807,2422.502262924,2275.402556476,0.171847274,0.182956818,-627.531925138,829.044420596,848.375915613,0.756934019,0.739686162,4659.141054,1267.076664
9,31621,999950883,80435,12431,5,0.000402,1460.132746752,2637.821669377,2503.406227439,0.553537324,0.583258414,-378.888610642,865.527670941,857.436626611,0.437754474,0.441885265,5702.973390,1515.719978
9,31621,999950883,80435,12431,6,0.000483,540.622068055,2793.492983287,2666.935062543,0.193529059,0.202712873,-308.308044547,868.400694078,860.336669545,0.355029708,0.358357438,6622.484069,1586.300544
9,31621,999950883,80435,12431,7,0.000563,1389.552180657,2919.637885725,2798.789910640,0.475933056,0.496483203,-170.558996756,879.257963082,863.089152409,0.193980611,0.197614576,7471.414181,1724.049592
9,31621,999950883,80435,12431,8,0.000644,1389.552180657,3022.047667597,2798.789910640,0.459804852,0.496483203,467.735846292,1086.515012462,920.205391025,0.430491839,0.508295051,8251.469770,2362.344435
9,31621,999950883,80435,12431,9,0.000724,1389.552180657,3056.993366660,2798.789910640,0.454548641,0.496483203,-111.792213758,1231.408804862,964.749270416,0.090783997,0.115876961,8712.377937,2941.872495
9,31621,999950883,80435,12431,10,0.000804,638.879983449,3147.811492365,2897.711806161,0.202960052,0.220477406,-115.505275760,1231.414402839,964.756415681,0.093798867,0.119724807,9463.050135,2945.585557
9,31621,999950883,80435,12431,11,0.000885,1393.265242659,3236.945212817,2994.299722953,0.430425958,0.465305872,245.884418141,1283.348722046,981.532255869,0.191595950,0.250510787,10217.435394,3306.975251
9,31621,999950883,80435,12431,12,0.000965,1393.265242659,3287.390302337,2994.299722953,0.423821060,0.465305872,299.823694464,1284.481758496,981.902709383,0.233419971,0.305349697,10791.125806,3360.914527
9,31621,999950883,80435,12431,13,0.001046,1939.986016756,3332.542363531,3043.802627587,0.582133940,0.637356049,366.769487840,1286.225146372,982.156251175,0.285151856,0.373432931,11337.846580,3427.860321
9,31621,999950883,80435,12431,14,0.001126,1415.580507117,3373.550020863,3088.646236500,0.419611536,0.458317463,374.645010698,1286.249256956,982.164144981,0.291269370,0.381448470,11862.252090,3435.735844
9,31621,999950883,80435,12431,15,0.001207,895.112758907,3413.462526555,3132.191285852,0.262230141,0.285778446,272.674193694,1290.284929207,987.443393419,0.211328667,0.276141595,12382.719838,3537.706661
9,31621,999950883,80435,12431,16,0.001287,895.112758907,3469.748721112,3132.191285852,0.257976249,0.285778446,462.861594534,1304.226378348,1005.592214889,0.354893600,0.460287568,13005.158403,3727.894061
9,31621,999950883,80435,12431,17,0.001368,1327.363923280,3496.569355348,3161.876550448,0.379618932,0.419802577,-0.962614965,1384.246850564,1031.987852145,0.000695407,0.000932777,13437.409568,4191.718271
9,31621,999950883,80435,12431,18,0.001448,1327.363923280,3559.088381146,3161.876550448,0.372950537,0.419802577,404.138444826,1442.305866292,1051.677538096,0.280203010,0.384279810,14101.572837,4596.819331
9,31621,999950883,80435,12431,19,0.001528,1788.976662508,3588.899054839,3195.395068108,0.498475057,0.559860870,493.460037522,1445.069049859,1052.098915087,0.341478518,0.469024376,14563.185576,4686.140923
9,31621,999950883,80435,12431,20,0.001609,1788.976662508,3614.786472225,3195.395068108,0.494905211,0.559860870,618.300006313,1450.451507865,1052.921552525,0.426281060,0.587223241,14995.024451,4810.980892
9,31621,999950883,80435,12431,21,0.001689,1398.751110443,3635.788390606,3219.134297101,0.384717415,0.434511574,663.785630660,1451.164538807,1053.167143087,0.457415829,0.630275674,15385.250003,4856.466516
9,31621,999950883,80435,12431,22,0.001770,1031.268370552,3654.312628305,3240.041540921,0.282205842,0.318288626,526.716084334,1457.623606841,1062.049477100,0.361352603,0.495943076,15752.732743,4993.536063
9,31621,999950883,80435,12431,23,0.001850,1535.820656769,3688.980048050,3279.091672463,0.416326637,0.468367710,603.127982056,1459.625074235,1062.736461375,0.413207469,0.567523562,16257.285029,5069.947961
9,31621,999950883,80435,12431,24,0.001931,1535.820656769,3718.340046483,3279.091672463,0.413039323,0.468367710,789.549421436,1471.481671784,1066.816303120,0.536567622,0.740098758,16723.631366,5256.369400
9,31621,999950883,80435,12431,25,0.002011,1535.820656769,3737.015238188,3279.091672463,0.410975219,0.468367710,555.416265150,1489.992162821,1073.220204953,0.372764555,0.517523116,17096.766984,5490.502556
9,31621,999950883,80435,12431,26,0.002092,1045.618460960,3769.029196388,3315.530182218,0.277423816,0.315369912,437.779505242,1494.628734017,1079.648098040,0.292901839,0.405483515,17586.969180,5608.139316
9,31621,999950883,80435,12431,28,0.002252,1045.618460960,3860.788156601,3315.530182218,0.270830312,0.315369912,540.268841093,1496.611280092,1082.391004560,0.360994767,0.499143876,18769.817623,5710.628652
9,31621,999950883,80435,12431,29,0.002333,1550.968080826,3893.721026018,3353.821496069,0.398325425,0.462448011,989.849856612,1562.679881874,1105.486797357,0.633430985,0.895397267,19275.167243,6160.209667
9,31621,999950883,80435,12431,30,0.002413,1831.527192933,3903.815677493,3365.535922090,0.469163338,0.544200756,715.983776824,1586.496467967,1109.249604304,0.451298689,0.645466786,19555.726355,6434.075747
9,31621,999950883,80435,12431,32,0.002574,2203.374998303,3935.385656647,3386.015775693,0.559887948,0.650727919,1137.784170013,1615.565404763,1111.868795333,0.704263762,1.023307943,20258.047506,6855.876140
9,31621,999950883,80435,12431,33,0.002655,1936.977291230,3944.391968970,3396.479143403,0.491071198,0.570289765,725.262868197,1667.400792107,1120.339422118,0.434966129,0.647359946,20524.445213,7268.397442
9,31621,999950883,80435,12431,35,0.002816,1188.489116528,3979.962913819,3437.724154447,0.298618138,0.345719745,819.284236486,1671.797761007,1122.178984376,0.490061810,0.730083389,21272.933388,7411.661837
9,31621,999950883,80435,12431,37,0.002976,1551.086178067,4013.464048407,3456.793889011,0.386470680,0.448706584,618.294677574,1684.650731779,1126.988688505,0.367016537,0.548625451,22004.735330,7625.867033
9,31621,999950883,80435,12431,38,0.003057,1084.690427820,4040.472579254,3488.115391863,0.268456327,0.310967473,644.294219276,1684.851347820,1127.288552318,0.382404193,0.571543300,22471.131080,7651.866574
9,31621,999950883,80435,12431,40,0.003218,644.294219276,4080.752241480,3515.806850135,0.157886140,0.183256432,644.294219276,1684.851347820,1130.550518211,0.382404193,0.569894232,23276.453818,7651.866574
9,31621,999950883,80435,12431,42,0.003379,1367.398663048,4113.002410518,3553.188396362,0.332457540,0.384837084,582.953512157,1686.573337502,1133.053747747,0.345643738,0.514497669,23999.558262,7740.457966
9,31621,999950883,80435,12431,44,0.003540,1759.621238493,4149.139242601,3574.770807860,0.424093079,0.492233302,645.520223910,1687.163392285,1133.151350441,0.382606822,0.569668142,24772.213587,7803.024678
9,31621,999950883,80435,12431,46,0.003700,1424.686681357,4179.168704941,3590.427201085,0.340901931,0.396801439,694.294189758,1691.782876346,1134.140677365,0.410392019,0.612176429,25478.515149,7972.845398
9,31621,999950883,80435,12431,49,0.003942,1789.882927156,4224.274662830,3608.952172617,0.423713672,0.495956400,915.330848720,1699.285225398,1135.386212364,0.538656392,0.806184573,26544.425012,8193.882057
9,31621,999950883,80435,12431,51,0.004103,1428.015505641,4249.756090490,3627.048912683,0.336022933,0.393712779,762.817481165,1713.341477184,1137.940078492,0.445222095,0.670349428,27197.809793,8463.469062
9,31621,999950883,80435,12431,53,0.004264,1711.424872851,4272.162192734,3638.104545559,0.400599227,0.470416628,732.227615715,1721.002773160,1139.813738868,0.425465680,0.642409887,27813.818172,8690.817507
9,31621,999950883,80435,12431,56,0.004505,1420.447307240,4304.828645973,3649.722267256,0.329966051,0.389193260,967.636406200,1730.325026542,1142.650665019,0.559222338,0.846834851,28729.482542,8955.466912
9,31621,999950883,80435,12431,59,0.004746,1199.249573812,4336.791412894,3687.367993008,0.276529226,0.325231866,827.520263018,1733.919188792,1148.097869683,0.477254228,0.720775018,29626.614613,9095.583055
9,31621,999950883,80435,12431,62,0.004988,1243.718935065,4382.715145318,3722.758697715,0.283778182,0.334085294,935.514379171,1736.516220722,1149.438548888,0.538730573,0.813888120,30721.200540,9227.444526
9,31621,999950883,80435,12431,65,0.005229,883.810076854,4420.752367923,3740.115868209,0.199923000,0.236305534,883.810076854,1736.903104115,1150.170271642,0.508842476,0.768416728,31721.481109,9279.148829
9,31621,999950883,80435,12431,68,0.005470,1531.574390689,4454.969147508,3768.141030060,0.343790123,0.406453574,990.946185218,1738.679172953,1151.245451496,0.569941943,0.860760131,32674.660701,9386.284937
9,31621,999950883,80435,12431,71,0.005712,1884.239481208,4484.857501808,3803.430494789,0.420133634,0.495405262,1101.001445318,1747.460987085,1153.231335119,0.630057812,0.954709963,33567.953997,9615.544697
9,31621,999950883,80435,12431,75,0.006033,1847.468172492,4526.733454684,3831.856060793,0.408123913,0.482134022,950.263104221,1764.830671867,1155.711666544,0.538444350,0.822231991,34790.443642,10055.636344
9,31621,999950883,80435,12431,78,0.006275,1783.758804227,4547.212326631,3844.411939781,0.392275239,0.463987427,1110.840128447,1779.616407011,1159.201199075,0.624202004,0.958280693,35523.914692,10449.970742
