k,n,X,E,telescope_resid,argmax_E0,max_bnd,max_bnd_over_sqrtx,E0_x14,bnd_x14,bnd_x14_over_sqrtx
8,11079,122766399,-738.2919976648157,6.139089236967266e-11,8,610.8036755085923,0.055126685739734525,105,286.5931988332886,0.025865812274415017
8,11374,129390624,2111.0688463890765,7.867129170335829e-11,32,593.1517458611634,0.05214520862885806,107,146.6335485065065,0.012890861456979144
8,11669,136188899,-1129.619142165275,1.1641532182693481e-10,8,640.3081851473544,0.054867882390588124,108,246.58057651034323,0.021129441081031024
8,11964,143161224,-813.5935808342017,1.1868905858136714e-10,32,766.9567765730899,0.06410002333905031,109,335.2470592522295,0.028018977051659167
8,12259,150307599,-95.7165688704199,1.368789526168257e-10,8,734.2067372505553,0.059886357234331375,111,368.1710386928171,0.030030264267336248
8,12554,157628024,65.78591842344554,1.3869794202037156e-10,32,720.2623733172659,0.05736856834742779,112,410.007189949858,0.03265688500600645
8,12849,165122499,221.07470479452377,6.45741238258779e-11,32,446.7468624317553,0.034766292901519794,113,450.44349656105624,0.035053968710118594
8,13144,172791024,1746.7116514659297,3.956301952712238e-11,8,583.5538640758023,0.04439359952563057,115,409.5355455869867,0.03115523368368558
8,13439,180633599,4338.618092700741,1.0550138540565968e-10,8,516.2821667357348,0.038413851797977794,116,485.9073097343935,0.03615381778864595
8,13734,188650224,3316.511795669507,1.241460267920047e-10,32,763.7696332400665,0.055607545341417354,117,599.5086639394867,0.04364824648914664
8,14029,196840899,1556.1360923250322,9.140421752817929e-11,32,713.8226747494191,0.0508783090921323,118,452.71684417681536,0.032267772296990134
8,14324,205205624,-219.0540208233997,6.45741238258779e-11,32,906.9744931815658,0.06331410089992894,120,336.30993398120336,0.023477133319417073
8,14619,213744399,-1421.4437200708019,4.774847184307873e-11,32,988.2918687942438,0.06759862319467155,121,338.9995355514111,0.02318738278689557
8,14914,222457224,-2337.9515458170217,2.955857780762017e-11,32,887.1646290626377,0.059481369832829326,122,248.23549447930418,0.01664334529247362
8,14935,223084095,-1662.8560149010477,3.2741809263825417e-11,32,767.170816271333,0.05136387372728967,122,251.54819843615405,0.01684173801552965
